what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.emf.compare.ui,0.8.1.v200902100450,org.eclipse.emf.compare.ui,1236010058685
stopped,bundle,org.eclipse.m2m.qvt.oml.editor.ui,1.0.1.v20080917-1645,org.eclipse.m2m.qvt.oml.editor.ui,1236010058685
stopped,bundle,org.eclipse.m2m.qvt.oml.ui,1.0.1.v20080917-1645,org.eclipse.m2m.qvt.oml.ui,1236010058701
stopped,bundle,org.eclipse.emf.search.codegen,0.7.0.v200806130939,org.eclipse.emf.search.codegen,1236010058701
stopped,bundle,org.eclipse.uml2.diagram.codegen.edit,0.8.0.v200809231457,org.eclipse.uml2.diagram.codegen.edit,1236010058701
stopped,bundle,org.eclipse.uml2.diagram.codegen,0.8.0.v200809231457,org.eclipse.uml2.diagram.codegen,1236010058701
stopped,bundle,org.eclipse.gmf.codegen.ui,1.1.0.v20080512-1200,org.eclipse.gmf.codegen.ui,1236010058701
stopped,bundle,org.eclipse.mylyn.java.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.ui,1236010058701
stopped,bundle,org.eclipse.mylyn.ide.ant,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.ide.ant,1236010058701
stopped,bundle,org.eclipse.mylyn.ide.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.ide.ui,1236010058701
stopped,bundle,org.openarchitectureware.recipe,4.3.1.20090107-2000PRD,org.openarchitectureware.recipe,1236010058701
stopped,bundle,org.eclipse.uml2.diagram.clazz.search,0.7.0.v200806130939,org.eclipse.uml2.diagram.clazz.search,1236010058701
stopped,bundle,org.eclipse.uml2.diagram.clazz,0.8.1.v200809231457,org.eclipse.uml2.diagram.clazz,1236010058701
stopped,bundle,org.eclipse.uml2.diagram.usecase,0.8.1.v200809231457,org.eclipse.uml2.diagram.usecase,1236010058701
stopped,bundle,org.eclipse.uml2.diagram.component,0.8.1.v200809231457,org.eclipse.uml2.diagram.component,1236010058701
stopped,bundle,org.eclipse.uml2.diagram.deploy,0.8.1.v200809231457,org.eclipse.uml2.diagram.deploy,1236010058701
stopped,bundle,org.eclipse.uml2.diagram.statemachine,0.8.1.v200809231457,org.eclipse.uml2.diagram.statemachine,1236010058701
stopped,bundle,org.eclipse.uml2.diagram.csd,0.8.1.v200809231457,org.eclipse.uml2.diagram.csd,1236010058701
stopped,bundle,org.eclipse.uml2.diagram.profile,0.8.1.v200809231457,org.eclipse.uml2.diagram.profile,1236010058701
stopped,bundle,org.eclipse.uml2.diagram.activity,0.8.1.v200809231457,org.eclipse.uml2.diagram.activity,1236010058701
stopped,bundle,org.eclipse.uml2.diagram.common,0.8.1.v200809231457,org.eclipse.uml2.diagram.common,1236010058701
stopped,bundle,org.eclipse.gmf.ecore.editor,2.0.100.v20080610-1132,org.eclipse.gmf.ecore.editor,1236010058701
stopped,bundle,org.eclipse.emf.ecoretools.diagram.search,0.7.0.v200806130939,org.eclipse.emf.ecoretools.diagram.search,1236010058701
stopped,bundle,org.eclipse.emf.ecoretools.diagram,0.8.0.v200806130600,org.eclipse.emf.ecoretools.diagram,1236010058701
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.resources.editor.ide,1.1.3.v20090122-1525,org.eclipse.gmf.runtime.diagram.ui.resources.editor.ide,1236010058701
