what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1236071440214
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1236072000107
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1236072005689
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1236072005751
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1236072005845
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1236072609978
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1236072610353
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1236072820848
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1236072831153
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1236072843068
started,bundle,org.eclipse.mylyn.ide.ant,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.ide.ant,1236072858595
started,bundle,org.eclipse.mylyn.java.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.ui,1236072863912
started,bundle,org.eclipse.mylyn.resources.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.resources.ui,1236072865038
closed,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1236072867430
stopped,bundle,org.eclipse.emf.mint.ui,0.7.1.v200809162149,org.eclipse.emf.mint.ui,1236072871652
stopped,bundle,org.eclipse.emf.search.codegen,0.7.0.v200806130939,org.eclipse.emf.search.codegen,1236072871699
stopped,bundle,org.eclipse.emf.ecoretools.diagram.search,0.7.0.v200806130939,org.eclipse.emf.ecoretools.diagram.search,1236072871699
stopped,bundle,org.eclipse.uml2.diagram.clazz.search,0.7.0.v200806130939,org.eclipse.uml2.diagram.clazz.search,1236072871715
stopped,bundle,org.eclipse.uml2.search.common.ui,0.7.0.v200806130939,org.eclipse.uml2.search.common.ui,1236072871777
stopped,bundle,org.eclipse.emf.search.common.ui,0.7.0.v200806130939,org.eclipse.emf.search.common.ui,1236072871809
stopped,bundle,org.eclipse.uml2.search.ocl.ui,0.7.0.v200806130939,org.eclipse.uml2.search.ocl.ui,1236072871809
stopped,bundle,org.eclipse.emf.search.ecore.ocl.ui,0.7.0.v200806130939,org.eclipse.emf.search.ecore.ocl.ui,1236072871824
stopped,bundle,org.eclipse.uml2.search.ocl,0.7.0.v200806130939,org.eclipse.uml2.search.ocl,1236072871840
stopped,bundle,org.eclipse.uml2.search.ui,0.7.0.v200806130939,org.eclipse.uml2.search.ui,1236072871840
stopped,bundle,org.eclipse.uml2.search,0.7.0.v200806130939,org.eclipse.uml2.search,1236072871855
